Date,Adj Close,Open,High,Low
2020/1/10,"9,178.86","9,232.94","9,235.20","9,164.66"
2020/1/9,"9,203.43","9,202.27","9,215.95","9,158.50"
2020/1/8,"9,129.24","9,068.03","9,168.89","9,059.38"
2020/1/7,"9,068.58","9,076.65","9,091.93","9,042.55"
2020/1/6,"9,071.47","8,943.50","9,072.41","8,943.50"
2020/1/3,"9,020.77","8,976.43","9,065.76","8,976.43"
2020/1/2,"9,092.19","9,039.46","9,093.43","9,010.89"
2019/12/31,"8,972.60","8,918.74","8,975.35","8,912.77"
2019/12/30,"8,945.99","9,004.45","9,006.36","8,909.19"
2019/12/27,"9,006.62","9,049.47","9,052.00","8,987.32"
2019/12/26,"9,022.39","8,970.21","9,022.46","8,968.45"
2019/12/24,"8,952.88","8,955.01","8,957.12","8,934.36"
2019/12/23,"8,945.65","8,950.20","8,956.64","8,934.55"
2019/12/20,"8,924.95","8,911.84","8,931.91","8,901.87"
2019/12/19,"8,887.22","8,838.97","8,888.13","8,838.97"
2019/12/18,"8,827.74","8,834.65","8,848.76","8,820.42"
2019/12/17,"8,823.36","8,829.47","8,831.99","8,804.60"
2019/12/16,"8,814.23","8,791.31","8,833.45","8,789.77"
2019/12/13,"8,734.88","8,713.91","8,768.87","8,697.58"
2019/12/12,"8,717.32","8,645.36","8,745.82","8,633.60"
2019/12/11,"8,654.05","8,631.12","8,658.48","8,622.35"
2019/12/10,"8,616.18","8,623.56","8,650.76","8,600.82"
2019/12/9,"8,621.83","8,650.86","8,678.85","8,619.77"
2019/12/6,"8,656.53","8,634.25","8,665.44","8,630.58"
2019/12/5,"8,570.70","8,587.93","8,588.89","8,541.92"
2019/12/4,"8,566.67","8,557.44","8,584.88","8,552.38"
2019/12/3,"8,520.64","8,460.72","8,523.98","8,435.40"
2019/12/2,"8,567.99","8,672.84","8,672.84","8,540.16"
2019/11/29,"8,665.47","8,682.01","8,697.33","8,664.03"
2019/11/27,"8,705.17","8,669.59","8,705.91","8,662.58"
2019/11/26,"8,647.93","8,635.40","8,659.73","8,625.62"
2019/11/25,"8,632.49","8,559.65","8,633.15","8,559.65"
2019/11/22,"8,519.89","8,530.54","8,535.46","8,477.49"
2019/11/21,"8,506.21","8,527.87","8,530.73","8,487.29"
2019/11/20,"8,526.73","8,543.57","8,578.27","8,468.63"
2019/11/19,"8,570.66","8,578.02","8,589.76","8,536.73"
2019/11/18,"8,549.94","8,529.16","8,559.78","8,503.62"
2019/11/15,"8,540.83","8,524.48","8,540.83","8,506.80"
2019/11/14,"8,479.02","8,461.06","8,485.36","8,441.58"
2019/11/13,"8,482.10","8,455.02","8,496.90","8,451.34"
2019/11/12,"8,486.09","8,471.07","8,514.84","8,462.99"
2019/11/11,"8,464.28","8,431.26","8,467.29","8,425.49"
2019/11/8,"8,475.31","8,422.67","8,475.57","8,405.89"
2019/11/7,"8,434.52","8,455.11","8,483.16","8,415.87"
2019/11/6,"8,410.63","8,426.57","8,426.57","8,379.33"
2019/11/5,"8,434.68","8,446.62","8,457.39","8,421.05"
2019/11/4,"8,433.20","8,445.50","8,451.37","8,421.30"
2019/11/1,"8,386.40","8,335.05","8,386.75","8,326.56"
2019/10/31,"8,292.36","8,314.38","8,321.80","8,248.81"
2019/10/30,"8,303.98","8,284.28","8,315.50","8,241.70"
2019/10/29,"8,276.85","8,313.35","8,319.29","8,275.14"
2019/10/28,"8,325.99","8,285.77","8,335.56","8,285.27"
2019/10/25,"8,243.12","8,150.59","8,249.97","8,150.59"
2019/10/24,"8,185.80","8,180.04","8,187.84","8,137.66"
2019/10/23,"8,119.79","8,090.24","8,122.89","8,078.35"
2019/10/22,"8,104.30","8,188.12","8,194.62","8,101.98"
2019/10/21,"8,162.99","8,137.42","8,164.14","8,117.26"
2019/10/18,"8,089.54","8,149.85","8,157.36","8,045.38"
2019/10/17,"8,156.85","8,176.91","8,183.64","8,131.25"
2019/10/16,"8,124.18","8,119.81","8,146.15","8,103.38"
2019/10/15,"8,148.71","8,074.85","8,166.18","8,071.81"
2019/10/14,"8,048.65","8,044.35","8,069.85","8,036.41"
2019/10/11,"8,057.04","8,047.34","8,115.80","8,046.80"
2019/10/10,"7,950.77","7,904.56","7,982.85","7,899.81"
2019/10/9,"7,903.73","7,895.96","7,930.91","7,873.52"
