Date,Adj Close,Open,High,Low
2005-06-30,11584.01,11573.78,11589.63,11542.45
2005-07-01,11630.13,11573.37,11663.66,11540.93
2005-07-04,11651.55,11664.22,11664.22,11629.16
2005-07-05,11616.7,11645.23,11658.26,11606.76
2005-07-06,11603.53,11648.04,11676.2,11603.53
2005-07-07,11590.14,11586.12,11602.81,11567.51
2005-07-08,11565.99,11563.84,11653.26,11563.84
2005-07-11,11674.79,11676.97,11713.12,11668.77
2005-07-12,11692.14,11737.32,11738.3,11672.94
2005-07-13,11659.84,11705.83,11707.96,11659.65
2005-07-14,11764.26,11715.46,11784.51,11715.46
2005-07-15,11758.68,11825.67,11828.31,11758.68
2005-07-19,11764.84,11761.61,11770.56,11731.99
2005-07-20,11789.35,11780.73,11816.99,11761.21
2005-07-21,11786.73,11808.53,11867.23,11786.73
2005-07-22,11695.05,11751.92,11753.01,11650.37
2005-07-25,11762.65,11721.7,11782.21,11718.66
2005-07-26,11737.96,11762.69,11772.68,11719.02
2005-07-27,11835.08,11770.57,11848.66,11770.57
2005-07-28,11858.31,11881.86,11889.86,11853.62
2005-07-29,11899.6,11900.56,11913.5,11826.86
2005-08-01,11946.92,11907.42,11972.84,11906.04
2005-08-02,11940.2,11954.23,11982.2,11920.88
2005-08-03,11981.8,11987.98,12009.56,11950.31
2005-08-04,11883.31,11945.14,11945.14,11823.2
2005-08-05,11766.48,11842.16,11863.39,11724.61
2005-08-08,11778.98,11670.71,11794.84,11614.71
2005-08-09,11900.32,11797.33,11958.07,11797.33
2005-08-10,12098.08,11996.29,12138.71,11991.69
2005-08-11,12263.32,12178.08,12284.76,12167.48
2005-08-12,12261.68,12276.24,12324.43,12228.13
2005-08-15,12256.55,12254.53,12308.61,12236.61
2005-08-16,12315.67,12324.76,12336.85,12277.41
2005-08-17,12273.12,12286.83,12369.74,12270.85
2005-08-18,12307.37,12322.8,12369.53,12292.82
2005-08-19,12291.73,12276.8,12291.73,12219.52
2005-08-22,12452.51,12330.7,12478.82,12330.7
2005-08-23,12472.93,12511.81,12612.16,12472.93
2005-08-24,12502.26,12421.53,12515.66,12416.51
2005-08-25,12405.16,12443.21,12466.84,12401.34
2005-08-26,12439.48,12458.08,12482.63,12385.03
2005-08-29,12309.83,12386.76,12386.76,12274.81
2005-08-30,12453.14,12411.41,12457.04,12396.1
2005-08-31,12413.6,12428.6,12443.94,12393.68
2005-09-01,12506.97,12501.43,12573.01,12501.43
2005-09-02,12600.0,12571.88,12600.0,12544.37
2005-09-05,12634.88,12616.3,12655.15,12580.37
2005-09-06,12599.43,12686.68,12730.21,12581.28
2005-09-07,12607.59,12682.85,12682.85,12574.9
2005-09-08,12533.89,12601.02,12601.02,12498.4
2005-09-09,12692.04,12561.84,12692.04,12556.43
2005-09-12,12896.43,12841.02,12926.57,12813.97
2005-09-13,12901.95,12896.22,12940.68,12847.19
2005-09-14,12834.25,12847.62,12871.54,12830.88
2005-09-15,12986.78,12817.78,12986.78,12806.71
2005-09-16,12958.68,12992.18,12992.99,12888.74
2005-09-20,13148.57,12991.63,13159.39,12991.63
2005-09-21,13196.57,13181.71,13235.42,13108.65
2005-09-22,13159.36,13120.89,13170.36,13090.28
2005-09-26,13392.63,13229.27,13392.63,13229.27
2005-09-27,13310.04,13370.09,13373.0,13282.3
2005-09-28,13435.91,13307.53,13487.85,13306.52
2005-09-29,13617.24,13515.73,13617.24,13440.9
2005-09-30,13574.3,13677.45,13678.44,13539.15
2005-10-03,13525.28,13566.2,13584.61,13454.67
2005-10-04,13738.84,13597.38,13738.84,13593.01
2005-10-05,13689.89,13761.81,13783.6,13655.94
2005-10-06,13359.51,13554.56,13554.56,13285.83
2005-10-07,13227.74,13279.3,13332.12,13221.33
2005-10-11,13556.71,13280.33,13556.71,13241.84
2005-10-12,13463.74,13565.87,13704.09,13463.74
2005-10-13,13449.24,13388.02,13475.86,13266.98
2005-10-14,13420.54,13581.32,13581.32,13361.96
2005-10-17,13400.29,13486.18,13510.63,13341.64
2005-10-18,13352.24,13376.19,13441.78,13321.97
2005-10-19,13129.49,13297.65,13304.98,13073.46
2005-10-20,13190.46,13221.91,13264.4,13175.93
2005-10-21,13199.95,13065.96,13243.08,12996.29
2005-10-24,13106.18,13232.41,13244.24,13083.04
2005-10-25,13280.62,13227.92,13336.64,13219.05
2005-10-26,13395.02,13291.46,13406.19,13285.6
2005-10-27,13417.08,13440.72,13501.24,13387.66
2005-10-28,13346.54,13344.93,13373.43,13272.84
2005-10-31,13606.5,13459.99,13606.5,13456.07
2005-11-01,13867.86,13718.21,13867.86,13706.33
2005-11-02,13894.78,13865.1,13927.51,13807.81
2005-11-04,14075.96,14040.63,14099.49,13978.96
2005-11-07,14061.6,14084.11,14097.59,13982.75
2005-11-08,14036.73,14067.78,14071.74,13982.85
2005-11-09,14072.2,13989.31,14136.16,13951.4
2005-11-10,14080.88,14058.29,14121.71,13981.99
2005-11-11,14155.06,14170.33,14206.14,14133.89
2005-11-14,14116.04,14218.72,14218.72,14105.45
2005-11-15,14091.77,14069.87,14142.27,14043.45
2005-11-16,14170.87,14035.74,14170.87,14015.62
2005-11-17,14411.79,14192.78,14448.75,14169.47
2005-11-18,14623.12,14542.78,14633.35,14542.78
2005-11-21,14680.43,14719.28,14808.21,14590.56
2005-11-22,14708.32,14726.04,14763.26,14650.06
2005-11-24,14742.58,14816.71,14866.99,14721.6
2005-11-25,14784.29,14693.87,14784.29,14613.18
2005-11-28,14986.94,14847.58,14986.94,14821.75
2005-11-29,14927.7,14900.64,14995.08,14868.03
2005-11-30,14872.15,14981.34,15013.24,14872.15
2005-12-01,15130.5,14914.75,15130.5,14880.18
2005-12-02,15421.6,15272.62,15421.6,15245.36
2005-12-05,15551.31,15413.52,15563.39,15379.64
2005-12-06,15423.38,15518.67,15572.72,15423.38
2005-12-07,15484.66,15520.34,15558.32,15467.75
2005-12-08,15183.36,15470.65,15523.15,15183.36
2005-12-09,15404.05,15127.8,15447.13,15117.15
2005-12-12,15738.7,15549.65,15764.99,15548.46
2005-12-13,15778.86,15754.31,15782.3,15666.09
2005-12-14,15464.58,15817.93,15885.52,15447.15
2005-12-15,15254.44,15376.27,15469.35,15254.44
2005-12-16,15173.07,15222.0,15365.48,15095.56
2005-12-19,15391.48,15252.15,15391.48,15196.0
2005-12-20,15641.26,15388.71,15647.69,15365.39
2005-12-21,15957.57,15713.07,16010.17,15711.91
2005-12-22,15941.37,15975.99,15991.3,15759.73
2005-12-26,16107.67,16027.66,16108.94,16026.18
2005-12-27,15969.4,16033.94,16079.18,15962.73
2005-12-28,16194.61,15920.67,16194.61,15911.23
2005-12-29,16344.2,16247.54,16445.56,16246.67
2005-12-30,16111.43,16412.75,16413.18,16111.43
2006-01-04,16361.54,16294.65,16361.54,16250.76
2006-01-05,16425.37,16441.27,16474.52,16368.51
2006-01-06,16428.21,16408.31,16479.55,16320.43
2006-01-10,16124.35,16487.05,16487.05,16124.35
2006-01-11,16363.59,16164.92,16363.59,16005.24
2006-01-12,16445.19,16426.69,16472.99,16310.45
2006-01-13,16454.95,16454.32,16490.27,16383.23
2006-01-16,16268.03,16360.04,16387.63,16221.59
2006-01-17,15805.95,16152.07,16324.17,15805.95
2006-01-18,15341.18,15725.64,15725.64,15059.52
2006-01-19,15696.28,15396.6,15740.82,15396.6
2006-01-20,15696.69,15847.17,15875.39,15597.77
2006-01-23,15360.65,15497.61,15564.9,15312.71
2006-01-24,15648.89,15470.91,15685.14,15470.39
2006-01-25,15651.0,15725.76,15849.52,15651.0
2006-01-26,15891.02,15783.7,15891.02,15764.89
2006-01-27,16460.68,16079.94,16460.68,16079.92
2006-01-30,16551.23,16615.91,16754.6,16538.72
2006-01-31,16649.82,16603.9,16718.79,16561.31
2006-02-01,16480.09,16594.9,16671.91,16480.09
2006-02-02,16710.55,16632.6,16736.18,16611.53
2006-02-03,16659.64,16596.21,16665.1,16567.87
2006-02-06,16747.76,16736.23,16777.37,16578.19
2006-02-07,16720.99,16768.16,16769.37,16681.04
2006-02-08,16272.68,16609.96,16682.91,16272.68
2006-02-09,16439.67,16444.74,16540.49,16351.43
2006-02-10,16257.83,16525.5,16525.5,16090.93
2006-02-13,15877.66,16191.93,16191.93,15877.66
2006-02-14,16184.87,15845.19,16184.87,15691.86
2006-02-15,15932.83,16302.94,16312.74,15932.83
2006-02-16,16043.67,15901.38,16109.2,15842.0
2006-02-17,15713.45,16078.51,16129.94,15702.67
2006-02-20,15437.93,15620.58,15661.85,15389.58
2006-02-21,15894.94,15602.83,15894.94,15573.71
2006-02-22,15781.78,15882.64,15923.0,15679.91
2006-02-23,16096.1,15908.87,16096.1,15892.51
2006-02-24,16101.91,16034.67,16118.11,15947.04
2006-02-27,16192.95,16156.15,16290.15,16123.29
2006-02-28,16205.43,16218.62,16229.68,15953.32
2006-03-01,15964.46,16026.82,16053.3,15910.65
2006-03-02,15909.76,16068.76,16106.26,15879.71
2006-03-03,15663.34,15835.43,15897.29,15658.64
2006-03-06,15901.16,15668.63,15901.16,15609.8
2006-03-07,15726.02,15864.57,15864.57,15678.12
2006-03-08,15627.49,15657.79,15720.65,15553.14
2006-03-09,16036.91,15645.3,16049.61,15645.3
2006-03-10,16115.63,16007.41,16264.89,15982.02
2006-03-13,16361.51,16264.59,16379.47,16242.16
2006-03-14,16238.36,16401.11,16410.29,16238.36
2006-03-15,16319.04,16342.52,16367.76,16291.77
2006-03-16,16096.21,16354.71,16356.49,16032.55
2006-03-17,16339.73,16172.74,16339.73,16106.38
2006-03-20,16624.8,16299.35,16667.13,16299.35
2006-03-22,16495.48,16578.5,16583.25,16477.26
2006-03-23,16489.37,16605.48,16661.14,16464.47
2006-03-24,16560.87,16501.5,16612.52,16462.47
2006-03-27,16650.1,16599.92,16711.16,16599.92
2006-03-28,16690.24,16550.47,16690.24,16463.95
2006-03-29,16938.41,16670.38,16976.29,16613.72
2006-03-30,17045.34,17011.13,17125.64,16974.47
2006-03-31,17059.66,17088.76,17094.61,16995.77
2006-04-03,17333.31,17127.61,17387.08,17105.5
2006-04-04,17292.91,17295.58,17410.3,17266.39
2006-04-05,17243.98,17340.14,17464.54,17187.35
2006-04-06,17489.33,17365.57,17489.33,17347.01
2006-04-07,17563.37,17498.88,17563.37,17418.94
2006-04-10,17456.58,17455.03,17489.61,17385.25
2006-04-11,17418.13,17460.68,17489.16,17295.42
2006-04-12,17162.55,17297.18,17325.21,17162.0
2006-04-13,17199.15,17232.28,17303.27,17068.96
2006-04-14,17233.82,17319.33,17319.33,17149.08
2006-04-17,17000.36,17233.73,17233.73,17000.36
2006-04-18,17232.86,16971.76,17268.05,16945.3
2006-04-19,17350.12,17405.92,17459.24,17350.12
2006-04-20,17317.53,17391.94,17412.59,17283.97
2006-04-21,17403.96,17332.35,17479.73,17258.49
2006-04-24,16914.4,17245.62,17245.62,16892.15
2006-04-25,16970.29,16929.36,17000.2,16787.44
2006-04-26,17055.93,16993.23,17107.93,16944.54
2006-04-27,17114.54,17118.92,17176.06,17094.72
2006-04-28,16906.23,17039.37,17043.67,16750.5
2006-05-01,16925.71,16929.83,16965.33,16868.69
2006-05-02,17153.77,16920.13,17188.54,16900.33
2006-05-08,17291.67,17334.19,17375.25,17248.59
2006-05-09,17190.91,17253.81,17294.5,17178.95
2006-05-10,16951.93,17161.47,17253.11,16883.39
2006-05-11,16862.14,16887.37,17087.0,16840.85
2006-05-12,16601.78,16655.98,16655.98,16422.49
2006-05-15,16486.91,16395.88,16486.91,16317.2
2006-05-16,16158.42,16508.89,16596.48,16116.73
2006-05-17,16307.67,16259.02,16319.3,16033.66
2006-05-18,16087.18,16089.25,16139.14,15914.39
2006-05-19,16155.45,16041.18,16166.34,15925.69
2006-05-22,15857.87,16254.56,16268.51,15837.26
2006-05-23,15599.2,15722.05,15776.2,15582.86
2006-05-24,15907.2,15676.64,15907.2,15508.51
2006-05-25,15693.75,15809.33,15849.23,15644.62
2006-05-26,15970.76,15827.87,15970.76,15819.32
2006-05-29,15915.68,16111.54,16111.54,15885.07
2006-05-30,15859.45,15920.79,15937.91,15814.83
2006-05-31,15467.33,15660.87,15660.87,15442.53
2006-06-01,15503.74,15603.25,15655.0,15417.51
2006-06-02,15789.31,15600.28,15789.31,15266.97
2006-06-05,15668.31,15719.31,15784.95,15622.75
2006-06-06,15384.86,15500.92,15507.78,15340.93
2006-06-07,15096.01,15285.05,15433.29,15095.15
2006-06-08,14633.03,14990.04,14990.04,14496.96
2006-06-09,14750.84,14530.5,14825.48,14389.31
2006-06-12,14833.01,14685.46,14845.04,14580.87
2006-06-13,14218.6,14650.59,14658.23,14218.6
2006-06-14,14309.56,14084.52,14458.82,14045.53
2006-06-15,14470.76,14453.33,14593.85,14417.7
2006-06-16,14879.34,14679.35,14976.67,14679.35
2006-06-19,14860.35,14815.86,14918.6,14772.14
2006-06-20,14648.41,14811.11,14845.71,14621.87
2006-06-21,14644.26,14712.86,14713.43,14482.96
2006-06-22,15135.69,14812.17,15138.47,14812.17
2006-06-23,15124.04,15001.77,15126.52,14865.57
2006-06-26,15152.4,15080.23,15216.78,14987.77
2006-06-27,15171.81,15165.63,15207.38,15095.11
2006-06-28,14886.11,14998.01,14998.01,14824.8
2006-06-29,15121.15,14981.7,15137.58,14975.78
2006-06-30,15505.18,15333.1,15521.22,15333.1
2006-07-03,15571.62,15573.35,15617.22,15513.29
2006-07-04,15638.5,15677.04,15710.39,15617.81
2006-07-05,15523.94,15504.17,15584.62,15479.93
2006-07-06,15321.4,15455.18,15460.83,15278.18
2006-07-07,15307.61,15428.32,15437.04,15276.15
2006-07-10,15552.81,15149.91,15555.43,15079.74
2006-07-11,15473.82,15485.26,15498.2,15333.59
2006-07-12,15249.32,15405.42,15463.72,15169.15
2006-07-13,15097.95,15127.74,15370.35,15053.61
2006-07-14,14845.24,14914.01,14997.45,14815.9
2006-07-18,14437.24,14714.18,14747.2,14437.24
2006-07-19,14500.26,14503.83,14625.64,14456.43
2006-07-20,14946.84,14713.56,14962.13,14705.43
2006-07-21,14821.26,14825.16,14867.81,14784.24
2006-07-24,14794.5,14700.58,14851.91,14560.67
2006-07-25,15005.24,14970.6,15078.36,14948.36
2006-07-26,14884.07,15065.57,15108.14,14882.67
2006-07-27,15179.78,14883.5,15220.33,14839.49
2006-07-28,15342.87,15217.44,15351.79,15150.53
2006-07-31,15456.81,15462.39,15536.32,15433.2
2006-08-01,15440.91,15387.52,15522.03,15365.71
2006-08-02,15464.29,15341.53,15466.07,15287.81
2006-08-03,15470.37,15527.27,15580.91,15441.67
2006-08-04,15499.18,15502.56,15555.9,15435.33
2006-08-07,15154.06,15494.47,15516.24,15154.06
2006-08-08,15464.66,15234.39,15476.94,15189.1
2006-08-09,15656.59,15417.02,15659.41,15240.3
2006-08-10,15630.91,15585.09,15690.86,15536.15
2006-08-11,15565.02,15622.24,15681.4,15555.6
2006-08-14,15857.11,15550.96,15857.11,15549.67
2006-08-15,15816.19,15831.69,15913.34,15807.72
2006-08-16,16071.36,15970.6,16085.07,15962.98
2006-08-17,16020.84,16142.56,16204.6,16008.44
2006-08-18,16105.98,16052.58,16169.84,16022.12
2006-08-21,15969.04,16104.5,16145.5,15936.61
2006-08-22,16181.17,15994.99,16244.84,15994.99
2006-08-23,16163.03,16161.82,16226.59,16118.12
2006-08-24,15960.62,16088.54,16089.13,15910.62
2006-08-25,15938.66,15955.76,16156.78,15874.63
2006-08-28,15762.59,15953.08,16005.09,15745.01
2006-08-29,15890.56,15881.92,15946.42,15811.73
2006-08-30,15872.02,15929.9,15962.93,15769.16
2006-08-31,16140.76,15884.61,16207.41,15882.26
2006-09-01,16134.25,16072.81,16158.48,16029.56
2006-09-04,16358.07,16280.18,16414.94,16280.18
2006-09-05,16385.96,16357.29,16403.9,16280.68
2006-09-06,16284.09,16350.27,16400.71,16245.16
2006-09-07,16012.41,16141.94,16141.94,15944.03
2006-09-08,16080.46,15907.97,16156.18,15831.75
2006-09-11,15794.38,16053.13,16053.13,15772.07
2006-09-12,15719.34,15843.8,15882.38,15675.37
2006-09-13,15750.05,15889.5,15965.31,15730.67
2006-09-14,15942.39,15831.72,15994.79,15801.88
2006-09-15,15866.93,15872.29,15907.03,15763.9
2006-09-19,15874.28,15948.47,16096.18,15867.05
2006-09-20,15718.67,15757.97,15763.67,15622.28
2006-09-21,15834.23,15820.11,15859.21,15674.84
2006-09-22,15634.67,15706.85,15735.26,15580.19
2006-09-25,15633.81,15550.56,15691.06,15513.87
2006-09-26,15557.45,15594.48,15666.95,15517.9
2006-09-27,15947.87,15692.98,15947.87,15681.44
2006-09-28,16024.85,15970.39,16032.98,15911.22
2006-09-29,16127.58,16097.08,16127.58,16007.37
2006-10-02,16254.29,16169.0,16329.24,16157.98
2006-10-03,16242.09,16198.55,16260.47,16148.89
2006-10-04,16082.55,16288.92,16363.12,16028.32
2006-10-05,16449.33,16291.79,16481.31,16286.64
2006-10-06,16436.06,16444.71,16457.92,16360.64
2006-10-10,16477.25,16325.48,16620.15,16325.48
2006-10-11,16400.57,16497.27,16595.91,16399.74
2006-10-12,16368.81,16386.37,16495.54,16343.49
2006-10-13,16536.54,16494.49,16586.33,16493.64
2006-10-16,16692.76,16663.22,16732.44,16648.43
2006-10-17,16611.59,16704.86,16704.86,16561.26
2006-10-18,16653.0,16519.91,16666.2,16466.74
2006-10-19,16551.36,16673.26,16688.96,16506.22
2006-10-20,16651.63,16556.09,16663.61,16552.36
2006-10-23,16788.82,16641.32,16797.71,16598.53
2006-10-24,16780.47,16853.73,16901.53,16759.98
2006-10-25,16699.3,16837.8,16849.05,16697.01
2006-10-26,16811.6,16794.41,16863.24,16772.31
2006-10-27,16669.07,16879.33,16879.33,16643.91
2006-10-30,16351.85,16544.5,16549.71,16329.89
2006-10-31,16399.39,16389.45,16477.06,16314.29
2006-11-01,16375.26,16338.72,16444.51,16246.24
2006-11-02,16350.02,16281.95,16350.02,16209.14
2006-11-06,16364.76,16278.78,16398.51,16204.13
2006-11-07,16393.41,16509.79,16512.51,16378.72
2006-11-08,16215.74,16404.05,16423.83,16199.43
2006-11-09,16198.57,16218.86,16286.26,16094.49
2006-11-10,16112.43,16133.91,16280.66,16104.74
2006-11-13,16022.49,16016.42,16067.46,15913.86
2006-11-14,16289.55,16178.81,16318.05,16176.02
2006-11-15,16243.47,16348.74,16373.48,16243.47
2006-11-16,16163.87,16292.48,16367.1,16143.7
2006-11-17,16091.73,16182.31,16238.26,16067.27
2006-11-20,15725.94,16004.34,16036.18,15725.94
2006-11-21,15734.14,15766.43,15817.73,15696.22
2006-11-22,15914.23,15680.53,15914.23,15675.48
2006-11-24,15734.6,15784.26,15789.89,15639.19
2006-11-27,15885.38,15615.56,15912.11,15615.56
2006-11-28,15855.26,15711.72,15855.26,15653.69
2006-11-29,16076.2,15948.69,16126.35,15945.07
2006-11-30,16274.33,16183.3,16274.33,16152.85
2006-12-01,16321.78,16313.02,16376.3,16242.01
2006-12-04,16303.59,16263.98,16362.04,16185.92
2006-12-05,16265.76,16370.56,16400.14,16239.28
2006-12-06,16371.28,16309.8,16401.31,16254.45
2006-12-07,16473.36,16461.91,16550.73,16416.3
2006-12-08,16417.82,16429.8,16493.0,16387.8
2006-12-11,16527.99,16487.3,16608.97,16470.4
2006-12-12,16637.78,16621.69,16682.65,16583.78
2006-12-13,16692.93,16609.25,16692.93,16589.73
2006-12-14,16829.2,16714.34,16829.2,16714.34
2006-12-15,16914.31,16927.94,16959.91,16858.35
2006-12-18,16962.11,16962.65,16993.88,16930.55
2006-12-19,16776.88,16883.86,16954.83,16754.21
2006-12-20,17011.04,16829.58,17050.73,16829.58
2006-12-21,17047.83,17040.93,17109.17,17010.04
2006-12-22,17104.96,17011.42,17104.96,16992.77
2006-12-25,17092.89,17104.8,17122.48,17056.69
2006-12-26,17169.19,17070.32,17185.71,17056.59
2006-12-27,17248.63,17207.12,17260.57,17207.12
2006-12-28,17224.81,17290.11,17301.69,17163.75
2006-12-29,17225.83,17228.49,17281.19,17225.83
2007-01-04,17353.67,17322.5,17379.46,17315.76
2007-01-05,17091.59,17315.54,17327.13,17011.1
2007-01-09,17237.77,17018.89,17261.03,16983.97
2007-01-10,16942.4,17192.42,17199.42,16847.57
2007-01-11,16838.17,16958.57,17057.45,16758.46
2007-01-12,17057.01,16979.73,17160.77,16941.39
2007-01-15,17209.92,17160.25,17273.58,17144.44
2007-01-16,17202.46,17190.9,17287.96,17175.85
2007-01-17,17261.35,17153.25,17335.03,17002.67
2007-01-18,17370.93,17248.14,17408.62,17220.42
2007-01-19,17310.44,17340.38,17378.21,17242.77
2007-01-22,17424.18,17429.9,17484.59,17401.32
2007-01-23,17408.57,17350.31,17442.0,17321.29
2007-01-24,17507.4,17505.31,17553.03,17498.36
2007-01-25,17458.3,17604.6,17617.64,17427.54
2007-01-26,17421.93,17368.05,17421.93,17300.84
2007-01-29,17470.46,17393.19,17489.59,17319.37
2007-01-30,17490.19,17510.0,17558.53,17452.63
2007-01-31,17383.42,17493.83,17497.86,17275.84
2007-02-01,17519.5,17377.03,17543.96,17361.01
2007-02-02,17547.11,17569.16,17633.61,17532.64
2007-02-05,17344.8,17531.41,17531.41,17294.98
2007-02-06,17406.86,17384.5,17433.27,17345.1
2007-02-07,17292.32,17367.91,17374.82,17199.66
